#Created by HistoryFileGenerator at Fri May 19 18:36:58 MSK 2017
#Parameters: O=../PLok/hs/h1.csv, N=1019, Q=20000, R=20, W=5
@1019
!HOT_RANGES/RECENT_TRACKING/1-20, 70-90/5
21420,10,203,21416,21420
21440,712,916,21436,21440
21460,10,203,21455,21460
21480,712,916,21476,21480
21500,10,203,21496,21500
21520,712,916,21515,21520
21540,893,922,21535,21540
21560,712,916,21556,21560
21580,10,203,21575,21580
21600,712,916,21595,21600
21620,10,203,21616,21620
21640,712,916,21635,21640
21660,10,203,21656,21660
21680,10,203,21675,21680
21700,712,916,21695,21700
21720,10,203,21716,21720
21740,712,916,21736,21740
21760,10,203,21755,21760
21780,712,916,21776,21780
21800,712,916,21796,21800
21820,10,203,21815,21820
21840,712,916,21835,21840
21860,10,203,21856,21860
21880,10,203,21875,21880
21900,712,916,21896,21900
21920,10,203,21915,21920
21940,712,916,21935,21940
21960,712,916,21956,21960
21980,10,203,21976,21980
22000,712,916,21996,22000
22020,10,203,22016,22020
22040,961,1006,22035,22040
22060,712,916,22056,22060
22080,10,203,22076,22080
22100,10,203,22096,22100
22120,1004,1005,22115,22120
22140,712,916,22136,22140
22160,10,203,22156,22160
22180,712,916,22175,22180
22200,712,916,22196,22200
22220,10,203,22216,22220
22240,10,203,22235,22240
22260,712,916,22255,22260
22280,712,916,22275,22280
22300,10,203,22296,22300
22320,712,916,22315,22320
22340,10,203,22335,22340
22360,712,916,22355,22360
22380,10,203,22375,22380
22400,10,203,22395,22400
22420,712,916,22415,22420
22440,712,916,22435,22440
22460,712,916,22456,22460
22480,10,203,22475,22480
22500,10,203,22495,22500
22520,10,203,22516,22520
22540,10,203,22535,22540
22560,10,203,22555,22560
22580,10,203,22576,22580
22600,10,203,22596,22600
22620,10,203,22616,22620
22640,10,203,22635,22640
22660,216,774,22655,22660
22680,10,203,22676,22680
22700,10,203,22695,22700
22720,712,916,22716,22720
22740,10,203,22735,22740
22760,127,232,22756,22760
22780,10,203,22776,22780
22800,712,916,22796,22800
22820,712,916,22815,22820
22840,712,916,22835,22840
22860,712,916,22856,22860
22880,712,916,22876,22880
22900,10,203,22895,22900
22920,712,916,22915,22920
22940,655,709,22935,22940
22960,10,203,22956,22960
22980,712,916,22975,22980
23000,39,351,22995,23000
23020,10,203,23016,23020
23040,506,603,23035,23040
23060,10,203,23055,23060
23080,941,1014,23075,23080
23100,10,203,23096,23100
23120,712,916,23115,23120
23140,212,676,23136,23140
23160,712,916,23155,23160
23180,10,203,23175,23180
23200,898,907,23196,23200
23220,724,744,23215,23220
23240,712,916,23235,23240
23260,712,916,23255,23260
23280,10,203,23276,23280
23300,10,203,23296,23300
23320,10,203,23316,23320
23340,10,203,23336,23340
23360,712,916,23355,23360
23380,712,916,23375,23380
23400,712,916,23395,23400
23420,10,203,23416,23420
23440,10,203,23435,23440
23460,712,916,23455,23460
23480,712,916,23476,23480
23500,10,203,23496,23500
23520,10,203,23516,23520
23540,10,203,23536,23540
23560,10,203,23555,23560
23580,821,889,23576,23580
23600,712,916,23595,23600
23620,712,916,23616,23620
23640,10,203,23636,23640
23660,425,601,23655,23660
23680,712,916,23675,23680
23700,712,916,23695,23700
23720,712,916,23716,23720
23740,712,916,23735,23740
23760,712,916,23755,23760
23780,10,203,23775,23780
23800,79,846,23796,23800
23820,10,203,23815,23820
23840,712,916,23835,23840
23860,712,916,23855,23860
23880,222,444,23875,23880
23900,712,916,23895,23900
23920,563,812,23916,23920
23940,800,871,23935,23940
23960,712,916,23956,23960
23980,712,916,23976,23980
24000,10,203,23996,24000
24020,10,203,24016,24020
24040,712,916,24035,24040
24060,10,203,24056,24060
24080,712,916,24076,24080
24100,712,916,24095,24100
24120,712,916,24115,24120
24140,10,203,24135,24140
24160,712,916,24156,24160
24180,10,203,24176,24180
24200,10,203,24195,24200
24220,10,203,24215,24220
24240,857,988,24235,24240
24260,10,203,24255,24260
24280,933,974,24275,24280
24300,10,203,24296,24300
24320,712,916,24316,24320
24340,712,916,24335,24340
24360,952,990,24356,24360
24380,10,203,24376,24380
24400,712,916,24395,24400
24420,780,839,24416,24420
24440,712,916,24435,24440
24460,500,951,24456,24460
24480,10,203,24475,24480
24500,204,432,24496,24500
24520,10,203,24515,24520
24540,10,203,24535,24540
24560,10,203,24555,24560
24580,10,203,24575,24580
24600,10,203,24595,24600
24620,501,814,24615,24620
24640,892,985,24635,24640
24660,712,916,24655,24660
24680,10,203,24676,24680
24700,712,916,24695,24700
24720,10,203,24715,24720
24740,10,203,24736,24740
24760,10,203,24756,24760
24780,760,886,24776,24780
24800,712,916,24795,24800
24820,10,203,24816,24820
24840,712,916,24836,24840
24860,712,916,24855,24860
24880,712,916,24875,24880
24900,10,203,24895,24900
24920,712,916,24915,24920
24940,712,916,24935,24940
24960,712,916,24956,24960
24980,10,203,24975,24980
25000,10,203,24996,25000
25020,712,916,25016,25020
25040,10,203,25035,25040
25060,712,916,25055,25060
25080,744,973,25075,25080
25100,10,203,25095,25100
25120,10,203,25116,25120
25140,55,514,25135,25140
25160,10,203,25156,25160
25180,10,203,25175,25180
25200,10,203,25196,25200
25220,712,916,25216,25220
25240,10,203,25235,25240
25260,712,916,25255,25260
25280,712,916,25275,25280
25300,10,203,25296,25300
25320,10,203,25315,25320
25340,712,916,25336,25340
25360,10,203,25355,25360
25380,712,916,25376,25380
25400,10,203,25396,25400
25420,675,782,25416,25420
25440,712,916,25435,25440
25460,10,203,25456,25460
25480,712,916,25476,25480
25500,712,916,25496,25500
25520,712,916,25516,25520
25540,10,203,25535,25540
25560,658,808,25556,25560
25580,712,916,25575,25580
25600,852,948,25595,25600
25620,10,203,25615,25620
25640,712,916,25635,25640
25660,712,916,25656,25660
25680,10,203,25676,25680
25700,10,203,25696,25700
25720,712,916,25716,25720
25740,10,203,25735,25740
25760,10,203,25755,25760
25780,712,916,25776,25780
25800,712,916,25795,25800
25820,10,203,25815,25820
25840,10,203,25835,25840
25860,10,203,25855,25860
25880,712,916,25876,25880
25900,10,203,25895,25900
25920,10,203,25916,25920
25940,712,916,25936,25940
25960,712,916,25956,25960
25980,10,203,25975,25980
26000,293,622,25995,26000
26020,712,916,26015,26020
26040,10,203,26036,26040
26060,10,203,26056,26060
26080,10,203,26076,26080
26100,10,203,26096,26100
26120,10,203,26115,26120
26140,10,203,26136,26140
26160,10,203,26156,26160
26180,754,973,26175,26180
26200,10,203,26196,26200
26220,712,916,26216,26220
26240,712,916,26235,26240
26260,712,916,26255,26260
26280,10,203,26275,26280
26300,10,203,26296,26300
26320,712,916,26316,26320
26340,10,203,26336,26340
26360,10,203,26355,26360
26380,10,203,26376,26380
26400,712,916,26395,26400
26420,712,916,26416,26420
26440,712,916,26435,26440
26460,712,916,26456,26460
26480,712,916,26475,26480
26500,712,916,26495,26500
26520,10,203,26516,26520
26540,10,203,26536,26540
26560,10,203,26555,26560
26580,712,916,26575,26580
26600,10,203,26596,26600
26620,10,203,26616,26620
26640,10,203,26636,26640
26660,712,916,26655,26660
26680,10,203,26675,26680
26700,712,916,26696,26700
26720,10,203,26715,26720
26740,10,203,26736,26740
26760,10,203,26755,26760
26780,10,203,26775,26780
26800,849,959,26795,26800
26820,10,203,26815,26820
26840,10,203,26836,26840
26860,712,916,26855,26860
26880,712,916,26875,26880
26900,712,916,26896,26900
26920,712,916,26915,26920
26940,712,916,26935,26940
26960,712,916,26955,26960
26980,712,916,26976,26980
27000,930,962,26995,27000
27020,712,916,27016,27020
27040,712,916,27035,27040
27060,611,1005,27055,27060
27080,10,203,27075,27080
27100,10,203,27096,27100
27120,10,203,27116,27120
27140,10,203,27135,27140
27160,712,916,27156,27160
27180,754,838,27175,27180
27200,162,959,27196,27200
27220,712,916,27216,27220
27240,604,946,27236,27240
27260,483,1007,27255,27260
27280,10,203,27276,27280
27300,712,916,27295,27300
27320,712,916,27315,27320
27340,712,916,27335,27340
27360,10,203,27355,27360
27380,712,916,27376,27380
27400,712,916,27396,27400
27420,712,916,27415,27420
27440,712,916,27436,27440
27460,10,203,27455,27460
27480,712,916,27476,27480
27500,712,916,27495,27500
27520,712,916,27516,27520
27540,652,810,27535,27540
27560,712,916,27556,27560
27580,707,772,27576,27580
27600,712,916,27595,27600
27620,712,916,27615,27620
27640,10,203,27636,27640
27660,666,783,27656,27660
27680,10,203,27676,27680
27700,712,916,27696,27700
27720,10,203,27716,27720
27740,10,203,27736,27740
27760,10,203,27756,27760
27780,903,1010,27775,27780
27800,10,203,27796,27800
27820,10,203,27815,27820
27840,10,203,27836,27840
27860,10,203,27855,27860
27880,10,203,27876,27880
27900,294,535,27895,27900
27920,10,203,27916,27920
27940,10,203,27936,27940
27960,10,203,27956,27960
27980,712,916,27975,27980
28000,712,916,27995,28000
28020,10,203,28016,28020
28040,712,916,28035,28040
28060,10,203,28055,28060
28080,712,916,28075,28080
28100,712,916,28096,28100
28120,10,203,28115,28120
28140,10,203,28136,28140
28160,10,203,28156,28160
28180,712,916,28176,28180
28200,10,203,28196,28200
28220,10,203,28215,28220
28240,10,203,28235,28240
28260,10,203,28255,28260
28280,10,203,28276,28280
28300,10,203,28296,28300
28320,550,783,28315,28320
28340,10,203,28335,28340
28360,796,816,28355,28360
28380,712,916,28375,28380
28400,10,203,28395,28400
28420,712,916,28415,28420
28440,10,203,28436,28440
28460,712,916,28456,28460
28480,10,203,28476,28480
28500,712,916,28496,28500
28520,546,815,28516,28520
28540,10,203,28536,28540
28560,10,203,28555,28560
28580,10,203,28576,28580
28600,561,712,28596,28600
28620,712,916,28615,28620
28640,60,744,28636,28640
28660,712,916,28656,28660
28680,10,203,28675,28680
28700,10,203,28695,28700
28720,712,916,28716,28720
28740,10,203,28736,28740
28760,712,916,28755,28760
28780,712,916,28776,28780
28800,816,855,28796,28800
28820,712,916,28816,28820
28840,712,916,28835,28840
28860,712,916,28856,28860
28880,10,203,28875,28880
28900,712,916,28895,28900
28920,10,203,28915,28920
28940,10,203,28936,28940
28960,10,203,28955,28960
28980,712,916,28976,28980
29000,712,916,28996,29000
29020,712,916,29015,29020
29040,712,916,29035,29040
29060,712,916,29056,29060
29080,10,203,29075,29080
29100,712,916,29095,29100
29120,10,203,29116,29120
29140,712,916,29135,29140
29160,712,916,29155,29160
29180,712,916,29176,29180
29200,10,203,29196,29200
29220,294,471,29215,29220
29240,10,203,29235,29240
29260,10,203,29256,29260
29280,712,916,29275,29280
29300,712,916,29295,29300
29320,10,203,29315,29320
29340,10,203,29336,29340
29360,712,916,29355,29360
29380,712,916,29376,29380
29400,10,203,29395,29400
29420,712,916,29416,29420
29440,712,916,29435,29440
29460,10,203,29455,29460
29480,712,916,29476,29480
29500,10,203,29496,29500
29520,712,916,29515,29520
29540,712,916,29535,29540
29560,712,916,29555,29560
29580,796,961,29575,29580
29600,712,916,29595,29600
29620,712,916,29615,29620
29640,712,916,29635,29640
29660,10,203,29656,29660
29680,712,916,29676,29680
29700,10,203,29696,29700
29720,712,916,29715,29720
29740,843,873,29736,29740
29760,712,916,29756,29760
29780,10,203,29775,29780
29800,10,203,29796,29800
29820,10,203,29816,29820
29840,712,916,29836,29840
29860,712,916,29855,29860
29880,872,984,29876,29880
29900,132,444,29896,29900
29920,10,203,29915,29920
29940,10,203,29935,29940
29960,10,203,29955,29960
29980,712,916,29976,29980
30000,483,676,29995,30000
30020,712,916,30016,30020
30040,10,203,30035,30040
30060,10,203,30055,30060
30080,10,203,30075,30080
30100,10,203,30096,30100
30120,712,916,30116,30120
30140,77,932,30135,30140
30160,10,203,30155,30160
30180,712,916,30176,30180
30200,270,341,30195,30200
30220,712,916,30215,30220
30240,10,203,30235,30240
30260,10,203,30255,30260
30280,10,203,30275,30280
30300,152,944,30296,30300
30320,712,916,30315,30320
30340,10,203,30335,30340
30360,10,203,30355,30360
30380,712,916,30375,30380
30400,10,203,30396,30400
30420,10,203,30415,30420
30440,10,203,30435,30440
30460,10,203,30455,30460
30480,10,203,30475,30480
30500,712,916,30496,30500
30520,10,203,30516,30520
30540,712,916,30536,30540
30560,712,916,30556,30560
30580,712,916,30575,30580
30600,712,916,30595,30600
30620,712,916,30616,30620
30640,712,916,30636,30640
30660,10,203,30656,30660
30680,712,916,30676,30680
30700,10,203,30695,30700
30720,10,203,30715,30720
30740,712,916,30736,30740
30760,510,978,30756,30760
30780,10,203,30776,30780
30800,10,203,30796,30800
30820,10,203,30816,30820
30840,712,916,30836,30840
30860,10,203,30855,30860
30880,635,800,30875,30880
30900,712,916,30895,30900
30920,712,916,30915,30920
30940,10,203,30935,30940
30960,10,203,30955,30960
30980,10,203,30975,30980
31000,10,203,30996,31000
31020,712,916,31016,31020
31040,10,203,31036,31040
31060,10,203,31056,31060
31080,10,203,31075,31080
31100,10,203,31095,31100
31120,10,203,31115,31120
31140,712,916,31136,31140
31160,10,203,31156,31160
31180,712,916,31176,31180
31200,712,916,31196,31200
31220,712,916,31215,31220
31240,712,916,31235,31240
31260,10,203,31255,31260
31280,712,916,31275,31280
31300,712,916,31296,31300
31320,10,203,31315,31320
31340,712,916,31335,31340
31360,712,916,31355,31360
31380,10,203,31376,31380
31400,216,979,31395,31400
31420,712,916,31416,31420
31440,712,916,31435,31440
31460,10,203,31455,31460
31480,10,203,31476,31480
31500,226,366,31495,31500
31520,10,203,31515,31520
31540,712,916,31535,31540
31560,998,1001,31555,31560
31580,712,916,31575,31580
31600,10,203,31595,31600
31620,712,916,31616,31620
31640,712,916,31635,31640
31660,10,203,31655,31660
31680,10,203,31676,31680
31700,10,203,31696,31700
31720,10,203,31716,31720
31740,488,931,31735,31740
31760,10,203,31755,31760
31780,712,916,31775,31780
31800,201,549,31795,31800
31820,403,876,31816,31820
31840,10,203,31836,31840
31860,10,203,31856,31860
31880,712,916,31876,31880
31900,10,203,31895,31900
31920,712,916,31915,31920
31940,712,916,31936,31940
31960,820,849,31955,31960
31980,10,203,31976,31980
32000,10,203,31996,32000
32020,109,632,32016,32020
32040,10,203,32035,32040
32060,712,916,32056,32060
32080,10,203,32076,32080
32100,10,203,32096,32100
32120,566,977,32116,32120
32140,712,916,32135,32140
32160,712,916,32156,32160
32180,712,916,32176,32180
32200,712,916,32196,32200
32220,10,203,32216,32220
32240,10,203,32235,32240
32260,10,203,32255,32260
32280,712,916,32276,32280
32300,10,203,32295,32300
32320,10,203,32316,32320
32340,10,203,32335,32340
32360,712,916,32355,32360
32380,10,203,32375,32380
32400,10,203,32395,32400
32420,10,203,32415,32420
32440,712,916,32435,32440
32460,712,916,32456,32460
32480,10,203,32476,32480
32500,712,916,32496,32500
32520,712,916,32516,32520
32540,712,916,32536,32540
32560,10,203,32555,32560
32580,10,203,32576,32580
32600,712,916,32595,32600
32620,712,916,32615,32620
32640,10,203,32636,32640
32660,712,916,32656,32660
32680,712,916,32676,32680
32700,10,203,32695,32700
32720,712,916,32715,32720
32740,712,916,32736,32740
32760,10,203,32755,32760
32780,10,203,32775,32780
32800,10,203,32795,32800
32820,10,203,32815,32820
32840,712,916,32836,32840
32860,712,916,32855,32860
32880,10,203,32875,32880
32900,677,779,32896,32900
32920,712,916,32915,32920
32940,839,993,32936,32940
32960,712,916,32956,32960
32980,712,916,32975,32980
33000,873,917,32996,33000
33020,712,916,33016,33020
33040,10,203,33035,33040
33060,712,916,33056,33060
33080,712,916,33076,33080
33100,10,203,33095,33100
33120,712,916,33116,33120
33140,712,916,33135,33140
33160,10,203,33156,33160
33180,10,203,33175,33180
33200,10,203,33196,33200
33220,10,203,33215,33220
33240,10,203,33235,33240
33260,712,916,33255,33260
33280,712,916,33275,33280
33300,712,916,33295,33300
33320,10,203,33315,33320
33340,374,864,33336,33340
33360,712,916,33356,33360
33380,460,881,33375,33380
33400,712,916,33396,33400
33420,10,203,33415,33420
33440,633,921,33435,33440
33460,10,203,33456,33460
33480,712,916,33476,33480
33500,10,203,33496,33500
33520,712,916,33515,33520
33540,10,203,33536,33540
33560,10,203,33556,33560
33580,415,469,33575,33580
33600,712,916,33596,33600
33620,10,203,33615,33620
33640,712,916,33636,33640
33660,10,203,33656,33660
33680,10,203,33675,33680
33700,171,430,33695,33700
33720,712,916,33716,33720
33740,712,916,33735,33740
33760,341,516,33756,33760
33780,10,203,33775,33780
33800,720,722,33796,33800
33820,712,916,33816,33820
33840,10,203,33835,33840
33860,810,853,33855,33860
33880,712,916,33875,33880
33900,712,916,33896,33900
33920,10,203,33916,33920
33940,712,916,33935,33940
33960,712,916,33956,33960
33980,243,517,33975,33980
34000,10,203,33996,34000
34020,712,916,34016,34020
34040,712,916,34036,34040
34060,10,203,34055,34060
34080,712,916,34076,34080
34100,10,203,34096,34100
34120,712,916,34115,34120
34140,712,916,34136,34140
34160,10,203,34155,34160
34180,10,203,34176,34180
34200,10,203,34196,34200
34220,712,916,34216,34220
34240,10,203,34235,34240
34260,599,969,34256,34260
34280,712,916,34275,34280
34300,712,916,34295,34300
34320,712,916,34315,34320
34340,10,203,34335,34340
34360,712,916,34356,34360
34380,929,939,34376,34380
34400,712,916,34396,34400
34420,712,916,34416,34420
34440,760,880,34435,34440
34460,712,916,34455,34460
34480,10,203,34476,34480
34500,10,203,34496,34500
34520,712,916,34515,34520
34540,712,916,34536,34540
34560,10,203,34556,34560
34580,712,916,34576,34580
34600,10,203,34596,34600
34620,712,916,34615,34620
34640,712,916,34636,34640
34660,712,916,34656,34660
34680,308,815,34675,34680
34700,10,203,34695,34700
34720,10,203,34716,34720
34740,292,745,34736,34740
34760,712,916,34755,34760
34780,10,203,34775,34780
34800,712,916,34796,34800
34820,712,916,34815,34820
34840,10,203,34835,34840
34860,303,800,34855,34860
34880,10,203,34875,34880
34900,543,588,34896,34900
34920,712,916,34915,34920
34940,10,203,34935,34940
34960,712,916,34955,34960
34980,712,916,34975,34980
35000,968,971,34995,35000
35020,69,268,35016,35020
35040,10,203,35036,35040
35060,10,203,35055,35060
35080,10,203,35076,35080
35100,712,916,35095,35100
35120,712,916,35115,35120
35140,57,348,35135,35140
35160,712,916,35155,35160
35180,10,203,35176,35180
35200,712,916,35195,35200
35220,10,203,35215,35220
35240,545,690,35235,35240
35260,10,203,35255,35260
35280,10,203,35276,35280
35300,10,203,35296,35300
35320,10,203,35315,35320
35340,712,916,35336,35340
35360,10,203,35356,35360
35380,712,916,35376,35380
35400,10,203,35396,35400
35420,10,203,35416,35420
35440,10,203,35436,35440
35460,10,203,35455,35460
35480,10,203,35475,35480
35500,712,916,35496,35500
35520,712,916,35515,35520
35540,10,203,35535,35540
35560,10,203,35555,35560
35580,712,916,35576,35580
35600,712,916,35596,35600
35620,10,203,35615,35620
35640,10,203,35635,35640
35660,10,203,35656,35660
35680,712,916,35675,35680
35700,923,930,35695,35700
35720,712,916,35715,35720
35740,10,203,35735,35740
35760,475,830,35755,35760
35780,10,203,35776,35780
35800,712,916,35796,35800
35820,10,203,35816,35820
35840,10,203,35836,35840
35860,10,203,35855,35860
35880,10,203,35876,35880
35900,10,203,35896,35900
35920,10,203,35915,35920
35940,10,203,35936,35940
35960,712,916,35955,35960
35980,10,203,35976,35980
36000,10,203,35996,36000
36020,10,203,36015,36020
36040,10,203,36036,36040
36060,712,916,36056,36060
36080,10,203,36076,36080
36100,818,978,36095,36100
36120,582,832,36115,36120
36140,712,916,36135,36140
36160,712,916,36156,36160
36180,731,809,36176,36180
36200,10,203,36196,36200
36220,10,203,36215,36220
36240,712,916,36236,36240
36260,10,203,36256,36260
36280,421,984,36275,36280
36300,10,203,36295,36300
36320,712,916,36316,36320
36340,10,203,36336,36340
36360,728,843,36355,36360
36380,712,916,36376,36380
36400,10,203,36396,36400
36420,712,916,36415,36420
36440,712,916,36435,36440
36460,712,916,36456,36460
36480,712,916,36476,36480
36500,10,203,36496,36500
36520,10,203,36516,36520
